Lynn’s Block WS,Pressure On/Off,Soil Moisture 8 in,Soil Moisture 16 in,Soil Moisture 24 in,Soil Moisture 32 in,Soil Moisture 40 in,Soil Moisture 44 in,Soil Moisture 48 in
4/27/2020 12:00:00 AM,0,34.49,54.59,52.83,60.55,63.69,66.99,67.28
4/26/2020 11:00:00 PM,0,34.58,54.54,52.82,60.54,63.75,66.99,67.25
4/26/2020 10:00:00 PM,0,34.61,54.41,52.8,60.53,63.81,66.98,67.29
4/26/2020 9:00:00 PM,0,34.68,54.38,52.77,60.53,63.89,66.98,67.36
4/26/2020 8:00:00 PM,0,34.69,54.26,52.75,60.52,63.94,66.97,67.36
4/26/2020 7:00:00 PM,0,34.72,54.17,52.76,60.52,64.05,66.97,67.35
4/26/2020 6:00:00 PM,0,34.69,54.16,52.75,60.53,64.09,66.97,67.35
4/26/2020 5:00:00 PM,0,34.65,54.17,52.76,60.55,64.12,66.97,67.35
4/26/2020 4:00:00 PM,0,34.51,54.22,52.78,60.6,64.15,66.98,67.35
4/26/2020 3:00:00 PM,0,34.38,54.33,52.81,60.61,64.19,66.98,67.35
4/26/2020 2:00:00 PM,0,34.3,54.45,52.85,60.62,64.19,67,67.35
4/26/2020 1:00:00 PM,0,34.24,54.58,52.89,60.62,64.21,67,67.35
4/26/2020 12:00:00 PM,0,34.2,54.66,52.91,60.63,64.2,67.01,67.37
4/26/2020 11:00:00 AM,0,34.15,54.8,52.96,60.63,64.2,67.02,67.36
4/26/2020 10:00:00 AM,0,34.14,54.93,52.99,60.64,64.2,67.04,67.38
4/26/2020 9:00:00 AM,0,34.16,55.07,53.03,60.64,64.2,67.07,67.38
4/26/2020 8:00:00 AM,0,34.21,55.15,53.04,60.63,64.19,67.11,67.39
4/26/2020 7:00:00 AM,0,34.26,55.18,53.04,60.63,64.18,67.11,67.39
4/26/2020 6:00:00 AM,0,34.33,55.13,53.05,60.63,64.18,67.11,67.38
4/26/2020 5:00:00 AM,0,34.39,55.12,53.03,60.61,64.21,67.1,67.38
4/26/2020 4:00:00 AM,0,34.43,55.09,53.05,60.62,64.26,67.1,67.37
4/26/2020 3:00:00 AM,0,34.49,55.03,53.04,60.63,64.3,67.09,67.37
4/26/2020 2:00:00 AM,0,34.54,54.96,53.02,60.6,64.31,67.09,67.36
4/26/2020 1:00:00 AM,0,34.58,54.87,52.99,60.58,64.3,67.09,67.36
4/26/2020 12:00:00 AM,0,34.67,54.84,52.95,60.56,64.3,67.08,67.36
4/25/2020 11:00:00 PM,0,34.73,54.74,52.96,60.56,64.3,67.08,67.35
4/25/2020 10:00:00 PM,0,34.79,54.76,52.95,60.56,64.3,67.09,67.36
4/25/2020 9:00:00 PM,0,34.86,54.63,52.94,60.56,64.3,67.08,67.35
4/25/2020 8:00:00 PM,0,34.88,54.51,52.9,60.57,64.29,67.09,67.35
4/25/2020 7:00:00 PM,0,34.89,54.39,52.87,60.58,64.3,67.08,67.33
4/25/2020 6:00:00 PM,0,34.83,54.34,52.86,60.6,64.29,67.08,67.34
4/25/2020 5:00:00 PM,0,34.81,54.34,52.85,60.6,64.21,67.1,67.33
4/25/2020 4:00:00 PM,0,34.73,54.43,52.87,60.6,64.15,67.12,67.32
4/25/2020 3:00:00 PM,0,34.64,54.51,52.89,60.61,64.2,67.14,67.33
4/25/2020 2:00:00 PM,0,34.57,54.65,52.95,60.62,64.22,67.18,67.35
4/25/2020 1:00:00 PM,0,34.52,54.77,52.97,60.61,64.2,67.19,67.37
4/25/2020 12:00:00 PM,0,34.49,54.9,53,60.62,64.19,67.2,67.37
4/25/2020 11:00:00 AM,0,34.44,54.98,53.08,60.63,64.19,67.2,67.38
4/25/2020 10:00:00 AM,0,34.44,55.08,53.14,60.63,64.19,67.22,67.39
4/25/2020 9:00:00 AM,0,34.47,55.19,53.17,60.64,64.21,67.23,67.39
4/25/2020 8:00:00 AM,0,34.54,55.3,53.18,60.65,64.23,67.23,67.4
4/25/2020 7:00:00 AM,0,34.56,55.31,53.21,60.64,64.24,67.22,67.39
4/25/2020 6:00:00 AM,0,34.63,55.32,53.21,60.64,64.26,67.22,67.39
4/25/2020 5:00:00 AM,0,34.69,55.31,53.18,60.69,64.27,67.22,67.39
4/25/2020 4:00:00 AM,0,34.7,55.23,53.14,60.71,64.26,67.22,67.39
4/25/2020 3:00:00 AM,0,34.72,55.19,53.11,60.71,64.27,67.21,67.38
4/25/2020 2:00:00 AM,0,34.79,55.09,53.11,60.72,64.28,67.21,67.38
4/25/2020 1:00:00 AM,0,34.83,55.09,53.08,60.71,64.29,67.21,67.38
4/25/2020 12:00:00 AM,0,34.87,55,53.06,60.7,64.3,67.22,67.38
4/24/2020 11:00:00 PM,0,34.92,54.93,53.04,60.69,64.33,67.22,67.38
4/24/2020 10:00:00 PM,0,34.99,54.84,53.04,60.67,64.35,67.22,67.38
4/24/2020 9:00:00 PM,0,35.03,54.72,53.01,60.67,64.37,67.22,67.37
4/24/2020 8:00:00 PM,0,35.08,54.69,53.01,60.66,64.37,67.21,67.36
4/24/2020 7:00:00 PM,0,35.07,54.57,52.97,60.66,64.4,67.21,67.37
4/24/2020 6:00:00 PM,0,35.05,54.54,52.97,60.66,64.41,67.21,67.35
4/24/2020 5:00:00 PM,0,35.02,54.57,52.97,60.67,64.44,67.22,67.36
4/24/2020 4:00:00 PM,0,34.95,54.62,53.01,60.67,64.43,67.23,67.36
4/24/2020 3:00:00 PM,0,34.84,54.69,53.07,60.68,64.45,67.24,67.37
4/24/2020 2:00:00 PM,0,34.69,54.83,53.09,60.67,64.5,67.25,67.38
4/24/2020 1:00:00 PM,0,34.68,54.94,53.13,60.69,64.47,67.26,67.39
4/24/2020 12:00:00 PM,0,34.61,55.03,53.17,60.7,64.5,67.26,67.4
4/24/2020 11:00:00 AM,0,34.57,55.13,53.19,60.72,64.55,67.29,67.41
4/24/2020 10:00:00 AM,0,34.57,55.22,53.24,60.73,64.55,67.31,67.42
4/24/2020 9:00:00 AM,0,34.58,55.31,53.26,60.74,64.54,67.27,67.43
4/24/2020 8:00:00 AM,0,34.62,55.4,53.27,60.74,64.53,67.27,67.43
4/24/2020 7:00:00 AM,0,34.68,55.46,53.27,60.76,64.5,67.25,67.47
4/24/2020 6:00:00 AM,0,34.75,55.47,53.29,60.76,64.5,67.28,67.48
4/24/2020 5:00:00 AM,0,34.73,55.47,53.31,60.75,64.48,67.32,67.49
4/24/2020 4:00:00 AM,0,34.79,55.44,53.29,60.75,64.46,67.37,67.48
4/24/2020 3:00:00 AM,0,34.84,55.42,53.26,60.75,64.43,67.4,67.49
4/24/2020 2:00:00 AM,0,34.88,55.35,53.24,60.74,64.39,67.43,67.48
4/24/2020 1:00:00 AM,0,34.96,55.37,53.25,60.74,64.38,67.43,67.48
4/24/2020 12:00:00 AM,0,34.99,55.31,53.26,60.74,64.36,67.43,67.48
4/23/2020 11:00:00 PM,0,35.04,55.21,53.25,60.73,64.34,67.43,67.47
4/23/2020 10:00:00 PM,0,35.11,55.12,53.23,60.75,64.32,67.43,67.47
4/23/2020 9:00:00 PM,0,35.15,55.06,53.21,60.78,64.3,67.43,67.47
4/23/2020 8:00:00 PM,0,35.2,54.99,53.19,60.86,64.28,67.43,67.47
4/23/2020 7:00:00 PM,0,35.21,54.88,53.16,60.89,64.27,67.43,67.46
4/23/2020 6:00:00 PM,0,35.2,54.81,53.15,60.89,64.26,67.42,67.46
4/23/2020 5:00:00 PM,0,35.21,54.83,53.16,60.9,64.23,67.42,67.46
4/23/2020 4:00:00 PM,0,35.11,54.91,53.18,60.91,64.21,67.43,67.46
4/23/2020 3:00:00 PM,0,34.96,54.99,53.21,60.92,64.19,67.44,67.47
4/23/2020 2:00:00 PM,0,34.85,55.1,53.25,60.93,64.17,67.44,67.47
4/23/2020 1:00:00 PM,0,34.81,55.2,53.28,60.93,64.19,67.45,67.49
4/23/2020 12:00:00 PM,0,34.77,55.31,53.33,60.94,64.22,67.45,67.5
4/23/2020 11:00:00 AM,0,34.76,55.36,53.37,60.94,64.24,67.45,67.5
4/23/2020 10:00:00 AM,0,34.77,55.46,53.4,60.95,64.31,67.46,67.51
4/23/2020 9:00:00 AM,0,34.77,55.55,53.43,60.95,64.31,67.46,67.52
4/23/2020 8:00:00 AM,0,34.8,55.64,53.47,60.94,64.4,67.48,67.52
4/23/2020 7:00:00 AM,0,34.84,55.69,53.48,60.95,64.39,67.47,67.52
4/23/2020 6:00:00 AM,0,34.91,55.7,53.45,60.94,64.36,67.48,67.52
4/23/2020 5:00:00 AM,0,34.93,55.69,53.42,60.94,64.37,67.47,67.52
4/23/2020 4:00:00 AM,0,34.96,55.69,53.44,60.94,64.38,67.49,67.51
4/23/2020 3:00:00 AM,0,35,55.65,53.45,60.94,64.36,67.5,67.51
4/23/2020 2:00:00 AM,0,35.06,55.59,53.44,60.92,64.34,67.51,67.51
4/23/2020 1:00:00 AM,0,35.13,55.52,53.43,60.92,64.31,67.52,67.51
4/23/2020 12:00:00 AM,0,35.11,55.49,53.41,60.92,64.29,67.53,67.51
4/22/2020 11:00:00 PM,0,35.19,55.46,53.4,60.91,64.28,67.52,67.51
4/22/2020 10:00:00 PM,0,35.2,55.37,53.39,60.9,64.27,67.53,67.5
4/22/2020 9:00:00 PM,0,35.23,55.32,53.37,60.9,64.23,67.53,67.51
4/22/2020 8:00:00 PM,0,35.25,55.29,53.35,60.89,64.2,67.53,67.5
4/22/2020 7:00:00 PM,0,35.26,55.19,53.34,60.89,64.15,67.52,67.49
4/22/2020 6:00:00 PM,0,35.25,55.09,53.34,60.9,64.1,67.54,67.49
4/22/2020 5:00:00 PM,0,35.2,55.1,53.35,60.91,64.12,67.52,67.49
4/22/2020 4:00:00 PM,0,35.08,55.14,53.36,60.91,64.1,67.53,67.49
4/22/2020 3:00:00 PM,0,34.96,55.22,53.38,60.92,63.88,67.54,67.48
4/22/2020 2:00:00 PM,0,34.91,55.3,53.41,60.94,63.7,67.56,67.5
4/22/2020 1:00:00 PM,0,34.87,55.42,53.44,60.95,63.61,67.54,67.5
4/22/2020 12:00:00 PM,0,34.81,55.52,53.47,60.95,63.57,67.57,67.52
4/22/2020 11:00:00 AM,0,34.8,55.64,53.51,60.97,63.52,67.62,67.52
4/22/2020 10:00:00 AM,0,34.78,55.77,53.54,60.98,63.47,67.65,67.54
4/22/2020 9:00:00 AM,0,34.79,55.87,53.55,60.98,63.44,67.66,67.56
4/22/2020 8:00:00 AM,0,34.83,55.93,53.57,60.97,63.34,67.67,67.56
4/22/2020 7:00:00 AM,0,34.88,55.97,53.57,60.97,63.26,67.67,67.58
4/22/2020 6:00:00 AM,0,34.93,55.94,53.57,60.97,63.25,67.66,67.58
4/22/2020 5:00:00 AM,0,34.96,55.92,53.58,60.97,63.23,67.66,67.58
4/22/2020 4:00:00 AM,0,34.98,55.86,53.58,60.97,63.26,67.66,67.57
4/22/2020 3:00:00 AM,0,35.03,55.81,53.57,60.97,63.26,67.67,67.57
4/22/2020 2:00:00 AM,0,35.08,55.73,53.55,60.96,63.26,67.66,67.57
4/22/2020 1:00:00 AM,0,35.13,55.66,53.55,60.95,63.28,67.67,67.57
4/22/2020 12:00:00 AM,0,35.2,55.57,53.54,60.95,63.23,67.67,67.57
